CountryName,CountryCode,IndicatorName,Region,Year,CO2_kt,CO2_percapita,CO2_ktdollar,CO2_kt_log
Australia,AUS,CO2 emissions (kt),East Asia & Pacific,2011,385770,17.26811037,0.328492402,5.586328451
Australia,AUS,CO2 emissions (kt),East Asia & Pacific,2012,385770,16.96925656,0.316106822,5.586328451
Australia,AUS,CO2 emissions (kt),East Asia & Pacific,2013,379270,16.398646,0.302949667,5.578948492
Australia,AUS,CO2 emissions (kt),East Asia & Pacific,2014,369880,15.7558761,0.288150041,5.568060849
Australia,AUS,CO2 emissions (kt),East Asia & Pacific,2015,375970,15.7864494,0.286610026,5.575153192
Australia,AUS,CO2 emissions (kt),East Asia & Pacific,2016,383960,15.87207954,0.284809884,5.584285983
Australia,AUS,CO2 emissions (kt),East Asia & Pacific,2017,387200,15.7386474,0.280754158,5.587935349
Australia,AUS,CO2 emissions (kt),East Asia & Pacific,2018,386620,15.47551649,0.272302624,5.587284316
China,CHN,CO2 emissions (kt),East Asia & Pacific,1960,780726.302,1.170381372,6.097095325,5.892498811
China,CHN,CO2 emissions (kt),East Asia & Pacific,1961,552066.85,0.836046901,5.927918945,5.74199167
China,CHN,CO2 emissions (kt),East Asia & Pacific,1962,440359.029,0.661428164,5.007875186,5.643806905
China,CHN,CO2 emissions (kt),East Asia & Pacific,1963,436695.696,0.640001899,4.502461314,5.640178912
China,CHN,CO2 emissions (kt),East Asia & Pacific,1964,436923.05,0.625646054,3.811817059,5.640404957
China,CHN,CO2 emissions (kt),East Asia & Pacific,1965,475972.933,0.665524211,3.55066029,5.677582257
China,CHN,CO2 emissions (kt),East Asia & Pacific,1966,522789.522,0.710891382,3.524539019,5.718326875
China,CHN,CO2 emissions (kt),East Asia & Pacific,1967,433234.048,0.574162147,3.099622736,5.636722581
China,CHN,CO2 emissions (kt),East Asia & Pacific,1968,468928.626,0.605451997,3.49843972,5.671106745
China,CHN,CO2 emissions (kt),East Asia & Pacific,1969,577237.138,0.725149509,3.682636262,5.761354265
China,CHN,CO2 emissions (kt),East Asia & Pacific,1970,771617.474,0.942934535,4.126351031,5.887402054
China,CHN,CO2 emissions (kt),East Asia & Pacific,1971,876633.02,1.042239697,4.378795901,5.942817825
China,CHN,CO2 emissions (kt),East Asia & Pacific,1972,931575.681,1.080676637,4.482453876,5.969218143
China,CHN,CO2 emissions (kt),East Asia & Pacific,1973,968542.708,1.098195691,4.324728813,5.986118776
China,CHN,CO2 emissions (kt),East Asia & Pacific,1974,988014.478,1.097367111,4.31206529,5.994763309
China,CHN,CO2 emissions (kt),East Asia & Pacific,1975,1145607.47,1.250124095,4.598841189,6.059035837
China,CHN,CO2 emissions (kt),East Asia & Pacific,1976,1196193.735,1.285283136,4.878503422,6.077801523
China,CHN,CO2 emissions (kt),East Asia & Pacific,1977,1310310.775,1.388842897,4.967847255,6.117374312
China,CHN,CO2 emissions (kt),East Asia & Pacific,1978,1462168.579,1.52920111,4.979604489,6.164997447
China,CHN,CO2 emissions (kt),East Asia & Pacific,1979,1494859.884,1.542675099,4.731737413,6.174600487
China,CHN,CO2 emissions (kt),East Asia & Pacific,1980,1467192.369,1.495250749,4.306762356,6.16648706
China,CHN,CO2 emissions (kt),East Asia & Pacific,1981,1451501.276,1.460431817,4.053459392,6.161817422
China,CHN,CO2 emissions (kt),East Asia & Pacific,1982,1580260.647,1.566739684,4.048018133,6.198728725
China,CHN,CO2 emissions (kt),East Asia & Pacific,1983,1667029.201,1.629055908,3.85508521,6.221943207
China,CHN,CO2 emissions (kt),East Asia & Pacific,1984,1814908.31,1.75044806,3.643551221,6.258854689
China,CHN,CO2 emissions (kt),East Asia & Pacific,1985,1966553.428,1.871054791,3.48053026,6.29370575
China,CHN,CO2 emissions (kt),East Asia & Pacific,1986,2068969.071,1.939434257,3.360985046,6.315753998
China,CHN,CO2 emissions (kt),East Asia & Pacific,1987,2209708.531,2.038410689,3.214844381,6.344334992
China,CHN,CO2 emissions (kt),East Asia & Pacific,1988,2369501.723,2.150905225,3.099480926,6.374657029
China,CHN,CO2 emissions (kt),East Asia & Pacific,1989,2408540.605,2.153077911,3.023373433,6.381753972
China,CHN,CO2 emissions (kt),East Asia & Pacific,1990,2173360,1.914542564,2.625241744,6.33713167
China,CHN,CO2 emissions (kt),East Asia & Pacific,1991,2302190,2.000547455,2.545109806,6.362141163
China,CHN,CO2 emissions (kt),East Asia & Pacific,1992,2418180,2.07574444,2.34042435,6.383488625
China,CHN,CO2 emissions (kt),East Asia & Pacific,1993,2643530,2.243245307,2.24661444,6.422184243
China,CHN,CO2 emissions (kt),East Asia & Pacific,1994,2763900,2.31902906,2.078005767,6.441522326
China,CHN,CO2 emissions (kt),East Asia & Pacific,1995,3084870,2.560366185,2.090347575,6.489236867
China,CHN,CO2 emissions (kt),East Asia & Pacific,1996,3064880,2.517251858,1.889332049,6.486413475
China,CHN,CO2 emissions (kt),East Asia & Pacific,1997,3128650,2.543462797,1.765561739,6.495356982
China,CHN,CO2 emissions (kt),East Asia & Pacific,1998,3232120,2.602487248,1.691256801,6.509487477
China,CHN,CO2 emissions (kt),East Asia & Pacific,1999,3149200,2.513859675,1.530598505,6.498200243
China,CHN,CO2 emissions (kt),East Asia & Pacific,2000,3344090,2.648479977,1.498127983,6.524277957
China,CHN,CO2 emissions (kt),East Asia & Pacific,2001,3526750,2.772929198,1.458390766,6.547374675
China,CHN,CO2 emissions (kt),East Asia & Pacific,2002,3808330,2.974328335,1.443029471,6.580734574
China,CHN,CO2 emissions (kt),East Asia & Pacific,2003,4413300,3.425411363,1.519711915,6.64476345
China,CHN,CO2 emissions (kt),East Asia & Pacific,2004,5121830,3.951800629,1.60170279,6.70942516
China,CHN,CO2 emissions (kt),East Asia & Pacific,2005,5819120,4.463473752,1.633616003,6.764857313
China,CHN,CO2 emissions (kt),East Asia & Pacific,2006,6431910,4.906034996,1.601872562,6.808339959
China,CHN,CO2 emissions (kt),East Asia & Pacific,2007,6988210,5.302594688,1.523598376,6.844365947
China,CHN,CO2 emissions (kt),East Asia & Pacific,2008,7195010,5.431610495,1.430621115,6.857031402
China,CHN,CO2 emissions (kt),East Asia & Pacific,2009,7715110,5.79534426,1.402242379,6.887342122
China,CHN,CO2 emissions (kt),East Asia & Pacific,2010,8470570,6.332165911,1.39154624,6.927912636
China,CHN,CO2 emissions (kt),East Asia & Pacific,2011,9278250,6.902792141,1.391346807,6.96746607
China,CHN,CO2 emissions (kt),East Asia & Pacific,2012,9533210,7.058003472,1.325357454,6.97923916
China,CHN,CO2 emissions (kt),East Asia & Pacific,2013,9936680,7.320485052,1.281896025,6.997241304
China,CHN,CO2 emissions (kt),East Asia & Pacific,2014,9894940,7.252919144,1.188272954,6.995413165
China,CHN,CO2 emissions (kt),East Asia & Pacific,2015,9830430,7.169112177,1.102869357,6.992572515
China,CHN,CO2 emissions (kt),East Asia & Pacific,2016,9814310,7.118705414,1.030485373,6.991859772
China,CHN,CO2 emissions (kt),East Asia & Pacific,2017,10017770,7.225768991,0.983521129,7.000771056
China,CHN,CO2 emissions (kt),East Asia & Pacific,2018,10313460,7.405211347,0.948527797,7.013404389
Indonesia,IDN,CO2 emissions (kt),East Asia & Pacific,1960,21404.279,0.243920444,0.353319049,4.330500603
Indonesia,IDN,CO2 emissions (kt),East Asia & Pacific,1961,26024.699,0.288847528,0.406265745,4.415385715
Indonesia,IDN,CO2 emissions (kt),East Asia & Pacific,1962,22995.757,0.248553409,0.352488844,4.361647711
Indonesia,IDN,CO2 emissions (kt),East Asia & Pacific,1963,22783.071,0.239783195,0.357219816,4.357612264
Indonesia,IDN,CO2 emissions (kt),East Asia & Pacific,1964,22394.369,0.229458195,0.33915417,4.35013883
Indonesia,IDN,CO2 emissions (kt),East Asia & Pacific,1965,24689.911,0.246241473,0.36991828,4.392519524
Indonesia,IDN,CO2 emissions (kt),East Asia & Pacific,1966,23395.46,0.227084338,0.341005435,4.369131589
Indonesia,IDN,CO2 emissions (kt),East Asia & Pacific,1967,24561.566,0.232007107,0.353127674,4.390256053
Indonesia,IDN,CO2 emissions (kt),East Asia & Pacific,1968,27586.841,0.253602314,0.35759109,4.440701972
Indonesia,IDN,CO2 emissions (kt),East Asia & Pacific,1969,33391.702,0.298784274,0.405192461,4.523638556
Indonesia,IDN,CO2 emissions (kt),East Asia & Pacific,1970,35822.923,0.312064909,0.404161267,4.55416102
Indonesia,IDN,CO2 emissions (kt),East Asia & Pacific,1971,38987.544,0.330738851,0.410996745,4.590925878
Indonesia,IDN,CO2 emissions (kt),East Asia & Pacific,1972,43340.273,0.358132823,0.426842455,4.636891643
Indonesia,IDN,CO2 emissions (kt),East Asia & Pacific,1973,49134.133,0.395605913,0.447628364,4.691383297
Indonesia,IDN,CO2 emissions (kt),East Asia & Pacific,1974,51260.993,0.402292488,0.433879489,4.709787015
Indonesia,IDN,CO2 emissions (kt),East Asia & Pacific,1975,53963.572,0.412942076,0.435098306,4.732100689
Indonesia,IDN,CO2 emissions (kt),East Asia & Pacific,1976,61810.952,0.461389594,0.466260919,4.791065433
Indonesia,IDN,CO2 emissions (kt),East Asia & Pacific,1977,82434.16,0.600490434,0.571737012,4.916107217
Indonesia,IDN,CO2 emissions (kt),East Asia & Pacific,1978,93933.872,0.667989729,0.610202512,4.972822225
Indonesia,IDN,CO2 emissions (kt),East Asia & Pacific,1979,95096.311,0.660345907,0.575595425,4.97816367
Indonesia,IDN,CO2 emissions (kt),East Asia & Pacific,1980,94784.616,0.642834916,0.522122683,4.976737855
Indonesia,IDN,CO2 emissions (kt),East Asia & Pacific,1981,100160.438,0.663585649,0.511210994,5.000696215
Indonesia,IDN,CO2 emissions (kt),East Asia & Pacific,1982,105407.915,0.682392176,0.526173503,5.022873223
Indonesia,IDN,CO2 emissions (kt),East Asia & Pacific,1983,104956.874,0.664245133,0.502838164,5.021010887
Indonesia,IDN,CO2 emissions (kt),East Asia & Pacific,1984,112184.531,0.694540628,0.502418802,5.049932977
Indonesia,IDN,CO2 emissions (kt),East Asia & Pacific,1985,121245.688,0.734900509,0.529951068,5.083666302
Indonesia,IDN,CO2 emissions (kt),East Asia & Pacific,1986,121740.733,0.723036368,0.502587605,5.085435912
Indonesia,IDN,CO2 emissions (kt),East Asia & Pacific,1987,123372.548,0.718523982,0.485413197,5.091218534
Indonesia,IDN,CO2 emissions (kt),East Asia & Pacific,1988,132162.347,0.755317201,0.491581101,5.121107742
Indonesia,IDN,CO2 emissions (kt),East Asia & Pacific,1989,130966.905,0.734905627,0.453331563,5.117161564
Indonesia,IDN,CO2 emissions (kt),East Asia & Pacific,1990,147990,0.815761138,0.477662696,5.17023237
Indonesia,IDN,CO2 emissions (kt),East Asia & Pacific,1991,161840,0.876744877,0.488594351,5.20908587
Indonesia,IDN,CO2 emissions (kt),East Asia & Pacific,1992,170910,0.910355784,0.484496458,5.232767474
Indonesia,IDN,CO2 emissions (kt),East Asia & Pacific,1993,185480,0.97185669,0.493725159,5.268297087
Indonesia,IDN,CO2 emissions (kt),East Asia & Pacific,1994,196930,1.015535177,0.48745007,5.294311881
Indonesia,IDN,CO2 emissions (kt),East Asia & Pacific,1995,222840,1.131545133,0.50968734,5.34799315
Indonesia,IDN,CO2 emissions (kt),East Asia & Pacific,1996,234480,1.17297927,0.497421413,5.370105805
Indonesia,IDN,CO2 emissions (kt),East Asia & Pacific,1997,257670,1.270396477,0.522079151,5.411063857
Indonesia,IDN,CO2 emissions (kt),East Asia & Pacific,1998,261140,1.269366929,0.609059471,5.4168734
Indonesia,IDN,CO2 emissions (kt),East Asia & Pacific,1999,278990,1.337342815,0.645583825,5.445588637
Indonesia,IDN,CO2 emissions (kt),East Asia & Pacific,2000,280170,1.324594286,0.617912629,5.44742163
Indonesia,IDN,CO2 emissions (kt),East Asia & Pacific,2001,301830,1.407609164,0.642282243,5.479762404
Indonesia,IDN,CO2 emissions (kt),East Asia & Pacific,2002,306060,1.40809308,0.623240942,5.485806574
Indonesia,IDN,CO2 emissions (kt),East Asia & Pacific,2003,335370,1.522267724,0.651768981,5.525524211
Indonesia,IDN,CO2 emissions (kt),East Asia & Pacific,2004,343160,1.536865336,0.634964079,5.535496659
Indonesia,IDN,CO2 emissions (kt),East Asia & Pacific,2005,344400,1.52194445,0.602935947,5.537063143
Indonesia,IDN,CO2 emissions (kt),East Asia & Pacific,2006,364100,1.587749693,0.604188334,5.561220679
Indonesia,IDN,CO2 emissions (kt),East Asia & Pacific,2007,379980,1.635207076,0.592918811,5.579760738
Indonesia,IDN,CO2 emissions (kt),East Asia & Pacific,2008,377180,1.601819308,0.5551638,5.576548656
Indonesia,IDN,CO2 emissions (kt),East Asia & Pacific,2009,394490,1.653210477,0.554953944,5.596035999
Indonesia,IDN,CO2 emissions (kt),East Asia & Pacific,2010,416940,1.724073581,0.552169546,5.620073562
Indonesia,IDN,CO2 emissions (kt),East Asia & Pacific,2011,480460,1.960133257,0.599315059,5.681657237
Indonesia,IDN,CO2 emissions (kt),East Asia & Pacific,2012,486750,1.959133194,0.572631118,5.68730596
Indonesia,IDN,CO2 emissions (kt),East Asia & Pacific,2013,454320,1.804251041,0.506340559,5.657361856
Indonesia,IDN,CO2 emissions (kt),East Asia & Pacific,2014,490050,1.920799967,0.520120983,5.690240394
Indonesia,IDN,CO2 emissions (kt),East Asia & Pacific,2015,490840,1.899658692,0.496736965,5.690939947
Indonesia,IDN,CO2 emissions (kt),East Asia & Pacific,2016,494980,1.89244089,0.476922846,5.694587651
Indonesia,IDN,CO2 emissions (kt),East Asia & Pacific,2017,532920,2.01367107,0.488702598,5.726662019
Indonesia,IDN,CO2 emissions (kt),East Asia & Pacific,2018,583110,2.178461553,0.508421049,5.765750489
Japan,JPN,CO2 emissions (kt),East Asia & Pacific,1960,232781.16,2.497223223,0.292360336,5.366947828
Japan,JPN,CO2 emissions (kt),East Asia & Pacific,1961,283118.069,3.010133103,0.317359428,5.451967588
Japan,JPN,CO2 emissions (kt),East Asia & Pacific,1962,293220.654,3.088711554,0.301796857,5.467194558
Japan,JPN,CO2 emissions (kt),East Asia & Pacific,1963,325222.563,3.391267602,0.30858627,5.512180668
Japan,JPN,CO2 emissions (kt),East Asia & Pacific,1964,359318.329,3.708020691,0.305290084,5.555479371
Japan,JPN,CO2 emissions (kt),East Asia & Pacific,1965,386919.838,3.950096353,0.310661737,5.587620997
Japan,JPN,CO2 emissions (kt),East Asia & Pacific,1966,419743.155,4.246220625,0.304609799,5.622983623
Japan,JPN,CO2 emissions (kt),East Asia & Pacific,1967,489881.864,4.904753392,0.320042285,5.690091362
Japan,JPN,CO2 emissions (kt),East Asia & Pacific,1968,562565.471,5.569348596,0.325583642,5.750173073
Japan,JPN,CO2 emissions (kt),East Asia & Pacific,1969,653958.112,6.397617977,0.336490074,5.815549931
Japan,JPN,CO2 emissions (kt),East Asia & Pacific,1970,768823.22,7.435211938,0.394020857,5.885826491
Japan,JPN,CO2 emissions (kt),East Asia & Pacific,1971,797543.164,7.545561028,0.390395152,5.901754197
Japan,JPN,CO2 emissions (kt),East Asia & Pacific,1972,853373.239,7.961462468,0.385305922,5.93113902
Japan,JPN,CO2 emissions (kt),East Asia & Pacific,1973,915748.909,8.424010496,0.382726247,5.96177641
Japan,JPN,CO2 emissions (kt),East Asia & Pacific,1974,915873.587,8.313879441,0.387526483,5.961835535
Japan,JPN,CO2 emissions (kt),East Asia & Pacific,1975,870072.757,7.79823754,0.357106902,5.939555571
Japan,JPN,CO2 emissions (kt),East Asia & Pacific,1976,908902.62,8.059433562,0.35878243,5.958517355
Japan,JPN,CO2 emissions (kt),East Asia & Pacific,1977,935213.345,8.212847276,0.353642297,5.970910695
Japan,JPN,CO2 emissions (kt),East Asia & Pacific,1978,903886.164,7.865830359,0.32467931,5.956113739
Japan,JPN,CO2 emissions (kt),East Asia & Pacific,1979,955620.2,8.245924584,0.325416398,5.980285321
Japan,JPN,CO2 emissions (kt),East Asia & Pacific,1980,947571.135,8.112280386,0.313832929,5.976611823
Japan,JPN,CO2 emissions (kt),East Asia & Pacific,1981,929606.502,7.900719032,0.295446745,5.968299153
Japan,JPN,CO2 emissions (kt),East Asia & Pacific,1982,900200.829,7.597913817,0.276927941,5.954339409
Japan,JPN,CO2 emissions (kt),East Asia & Pacific,1983,883838.675,7.408104093,0.262641489,5.946373001
Japan,JPN,CO2 emissions (kt),East Asia & Pacific,1984,940130.792,7.829008203,0.267333896,5.973188277
Japan,JPN,CO2 emissions (kt),East Asia & Pacific,1985,915396.877,7.575468416,0.247355546,5.961609426
Japan,JPN,CO2 emissions (kt),East Asia & Pacific,1986,915334.538,7.534733854,0.239375804,5.96157985
Japan,JPN,CO2 emissions (kt),East Asia & Pacific,1987,905734.332,7.419855426,0.226166025,5.95700083
Japan,JPN,CO2 emissions (kt),East Asia & Pacific,1988,989081.575,8.068997495,0.23128545,5.995232112
Japan,JPN,CO2 emissions (kt),East Asia & Pacific,1989,1025549.89,8.333129301,0.228702687,6.010956792
Japan,JPN,CO2 emissions (kt),East Asia & Pacific,1990,1092560,8.848215877,0.23228141,6.038445296
Japan,JPN,CO2 emissions (kt),East Asia & Pacific,1991,1105660,8.919202349,0.227298586,6.043621598
Japan,JPN,CO2 emissions (kt),East Asia & Pacific,1992,1117470,8.981072936,0.227794597,6.048235873
Japan,JPN,CO2 emissions (kt),East Asia & Pacific,1993,1109660,8.889440755,0.227380187,6.045189931
Japan,JPN,CO2 emissions (kt),East Asia & Pacific,1994,1162940,9.290290626,0.235954594,6.065557309
Japan,JPN,CO2 emissions (kt),East Asia & Pacific,1995,1172790,9.347025631,0.23160225,6.069220254
Japan,JPN,CO2 emissions (kt),East Asia & Pacific,1996,1186230,9.432715475,0.227212783,6.074168903
Japan,JPN,CO2 emissions (kt),East Asia & Pacific,1997,1173990,9.313167853,0.222474385,6.069664398
Japan,JPN,CO2 emissions (kt),East Asia & Pacific,1998,1131250,8.949762658,0.216821673,6.053558592
Japan,JPN,CO2 emissions (kt),East Asia & Pacific,1999,1165890,9.206987231,0.22402541,6.066657577
Japan,JPN,CO2 emissions (kt),East Asia & Pacific,2000,1182950,9.32609604,0.221156154,6.072966389
Japan,JPN,CO2 emissions (kt),East Asia & Pacific,2001,1170620,9.206678778,0.217965351,6.06841594
Japan,JPN,CO2 emissions (kt),East Asia & Pacific,2002,1206970,9.470516693,0.224468737,6.081696476
Japan,JPN,CO2 emissions (kt),East Asia & Pacific,2003,1215780,9.519253355,0.222703791,6.084854995
Japan,JPN,CO2 emissions (kt),East Asia & Pacific,2004,1211090,9.479340331,0.217059209,6.083176418
Japan,JPN,CO2 emissions (kt),East Asia & Pacific,2005,1213820,9.49981608,0.21399054,6.084154289
Japan,JPN,CO2 emissions (kt),East Asia & Pacific,2006,1190260,9.309524927,0.206899047,6.075641839
Japan,JPN,CO2 emissions (kt),East Asia & Pacific,2007,1226360,9.58086265,0.209705282,6.088617977
Japan,JPN,CO2 emissions (kt),East Asia & Pacific,2008,1159620,9.055074456,0.200485254,6.064315697
Japan,JPN,CO2 emissions (kt),East Asia & Pacific,2009,1101210,8.600045296,0.201289492,6.041870147
Japan,JPN,CO2 emissions (kt),East Asia & Pacific,2010,1156080,9.026938393,0.202817562,6.062987888
Japan,JPN,CO2 emissions (kt),East Asia & Pacific,2011,1212170,9.482449759,0.212903479,6.083563531
Japan,JPN,CO2 emissions (kt),East Asia & Pacific,2012,1252220,9.811406499,0.216697964,6.097680636
Japan,JPN,CO2 emissions (kt),East Asia & Pacific,2013,1260900,9.893679627,0.213921053,6.100680645
Japan,JPN,CO2 emissions (kt),East Asia & Pacific,2014,1219820,9.584053553,0.206178933,6.08629575
Japan,JPN,CO2 emissions (kt),East Asia & Pacific,2015,1181500,9.292832367,0.19728924,6.072433726
Japan,JPN,CO2 emissions (kt),East Asia & Pacific,2016,1171390,9.22394197,0.194585424,6.068701512
Japan,JPN,CO2 emissions (kt),East Asia & Pacific,2017,1151930,9.085639143,0.187291796,6.061426089
Japan,JPN,CO2 emissions (kt),East Asia & Pacific,2018,1106150,8.74225771,0.179269035,6.043814024
"Korea, Rep.",KOR,CO2 emissions (kt),East Asia & Pacific,1960,12552.141,0.501837251,0.538427877,4.098717809
"Korea, Rep.",KOR,CO2 emissions (kt),East Asia & Pacific,1961,14462.648,0.561314583,0.580141107,4.160247816
"Korea, Rep.",KOR,CO2 emissions (kt),East Asia & Pacific,1962,17278.904,0.651713667,0.667123482,4.237516192
"Korea, Rep.",KOR,CO2 emissions (kt),East Asia & Pacific,1963,21103.585,0.774109781,0.747373737,4.324356238
"Korea, Rep.",KOR,CO2 emissions (kt),East Asia & Pacific,1964,22218.353,0.793961905,0.718758785,4.346711862
"Korea, Rep.",KOR,CO2 emissions (kt),East Asia & Pacific,1965,25005.273,0.871121999,0.753752175,4.3980316
"Korea, Rep.",KOR,CO2 emissions (kt),East Asia & Pacific,1966,30014.395,1.0196641,0.807852334,4.477329594
"Korea, Rep.",KOR,CO2 emissions (kt),East Asia & Pacific,1967,35151.862,1.166635088,0.867375522,4.545948335
"Korea, Rep.",KOR,CO2 emissions (kt),East Asia & Pacific,1968,37242.052,1.207655726,0.81203987,4.571033602
"Korea, Rep.",KOR,CO2 emissions (kt),East Asia & Pacific,1969,42522.532,1.348027309,0.809328216,4.628619117
"Korea, Rep.",KOR,CO2 emissions (kt),East Asia & Pacific,1970,53783.889,1.668191979,0.930158433,4.730652202
"Korea, Rep.",KOR,CO2 emissions (kt),East Asia & Pacific,1971,58616.995,1.782608723,0.917037625,4.768023551
"Korea, Rep.",KOR,CO2 emissions (kt),East Asia & Pacific,1972,60336.818,1.800808443,0.88042638,4.780582403
"Korea, Rep.",KOR,CO2 emissions (kt),East Asia & Pacific,1973,73094.311,2.143330254,0.928283288,4.863883577
"Korea, Rep.",KOR,CO2 emissions (kt),East Asia & Pacific,1974,75686.88,2.181664351,0.877721022,4.879020603
"Korea, Rep.",KOR,CO2 emissions (kt),East Asia & Pacific,1975,81829.105,2.319371413,0.879962344,4.912907801
"Korea, Rep.",KOR,CO2 emissions (kt),East Asia & Pacific,1976,93306.815,2.602807792,0.886218777,4.969913365
